message,emotion
i feel like he is just being a stubborn prick and that its easier for him to do that than to be with me,anger
i feel like a hot ass mess a ham as my good friend duke would say,love
i can affirm that sometimes you are gung ho about the english experience and as confident as a local but sometimes you just want to embrace your inner american when you re feeling a bit nostalgic for home,love
i feel very dull last times,sadness
i do not mean the feeling of attachment and longing for someone that occurs when oxytocin is released inside the body,love
i realize that isnt the humblest thing to say but it is my blog and i feel to keen to be modest,joy
i feel so shamed or proud based upon my position before others lets me know i am not yet enjoying the benefit of resting securely and confidently in my position in him and before him alone,sadness
i picked up some fuzzy little animal and looked at it and then turned to austin with an i give up kind of look on my face and tears in my eyes and i feel heartbroken,sadness
i find myself feeling like a bitter old man who loves to swear and hates to be the centre of attention whats the word,anger
i feel passionate i write,joy
i feel rather listless which is not that uncommon for an adzo at times but its a big one,sadness
i love when they get it right i love seeing how people try to get across these ideas that feel like second nature to me and i am always impressed when they come up with some new way of hammering home a point,surprise
i still have the nightmares at times when i feel vulnerable i cannot forget i tried,fear
i feel curious about what is coming,surprise
